damage_level,image_path,num_detections,centroids
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00611.jpg,1,"[(351.02337646484375, 204.2682342529297)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00612.jpg,1,"[(351.71258544921875, 177.42129516601562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00613.jpg,1,"[(349.0149841308594, 189.16152954101562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00614.jpg,1,"[(348.26177978515625, 170.21876525878906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00615.jpg,1,"[(347.9413757324219, 191.2939910888672)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00616.jpg,1,"[(368.70220947265625, 210.576171875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00617.jpg,1,"[(362.11920166015625, 189.9837646484375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00618.jpg,1,"[(366.59332275390625, 171.42218017578125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00619.jpg,1,"[(348.24212646484375, 178.97918701171875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00620.jpg,1,"[(344.38873291015625, 197.5031280517578)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00621.jpg,1,"[(346.32696533203125, 174.06639099121094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00622.jpg,1,"[(345.0750732421875, 164.8009033203125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00623.jpg,1,"[(351.05938720703125, 174.9859161376953)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00624.jpg,1,"[(352.12371826171875, 157.094970703125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00625.jpg,1,"[(340.5802917480469, 183.05299377441406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00626.jpg,1,"[(339.7833251953125, 183.57424926757812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00627.jpg,1,"[(339.0191650390625, 159.2012939453125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00628.jpg,1,"[(339.918701171875, 170.525634765625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00629.jpg,1,"[(339.33966064453125, 171.87564086914062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00630.jpg,1,"[(348.541748046875, 180.08880615234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00631.jpg,1,"[(345.0633544921875, 155.2205352783203)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00632.jpg,1,"[(355.9451904296875, 185.357177734375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00633.jpg,1,"[(351.2857971191406, 184.36170959472656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00634.jpg,1,"[(359.2957763671875, 192.33770751953125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00635.jpg,1,"[(347.13104248046875, 160.301025390625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00636.jpg,1,"[(369.6918640136719, 158.32647705078125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00637.jpg,1,"[(345.68292236328125, 176.6739044189453)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00638.jpg,1,"[(340.046630859375, 163.5556640625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00639.jpg,1,"[(347.1069641113281, 211.42779541015625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00640.jpg,1,"[(338.36456298828125, 172.1739501953125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00641.jpg,1,"[(346.1959228515625, 184.73341369628906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00642.jpg,1,"[(339.2602233886719, 174.0902862548828)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00643.jpg,1,"[(357.3103332519531, 175.08099365234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00644.jpg,1,"[(361.3492431640625, 169.54730224609375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00645.jpg,1,"[(339.68231201171875, 173.48834228515625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00646.jpg,1,"[(342.7413024902344, 174.39071655273438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00647.jpg,1,"[(335.5810546875, 159.8128204345703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00648.jpg,1,"[(336.87567138671875, 154.2033233642578)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00649.jpg,1,"[(346.7010192871094, 198.4402618408203)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00650.jpg,1,"[(346.4661560058594, 175.57322692871094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00651.jpg,1,"[(359.2643737792969, 177.80938720703125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00652.jpg,1,"[(369.8602294921875, 201.53030395507812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00653.jpg,1,"[(358.81494140625, 164.5101318359375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00654.jpg,1,"[(356.5680236816406, 185.4046630859375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00655.jpg,1,"[(342.67657470703125, 180.51473999023438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00656.jpg,1,"[(338.52001953125, 180.5450897216797)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00657.jpg,1,"[(341.7136535644531, 171.24856567382812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00658.jpg,1,"[(344.1725769042969, 182.8671875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00659.jpg,1,"[(353.0458068847656, 164.77978515625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00660.jpg,1,"[(351.47174072265625, 172.90301513671875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00661.jpg,1,"[(347.47607421875, 201.31639099121094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00662.jpg,1,"[(346.5159606933594, 174.00086975097656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00663.jpg,1,"[(341.97991943359375, 176.51734924316406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00664.jpg,1,"[(337.1727294921875, 158.14236450195312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00665.jpg,1,"[(350.40155029296875, 174.63877868652344)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00666.jpg,1,"[(360.2340087890625, 204.5283203125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00667.jpg,1,"[(362.1605224609375, 177.73463439941406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00668.jpg,1,"[(350.31884765625, 187.3648681640625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00669.jpg,1,"[(346.509033203125, 185.97369384765625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00670.jpg,1,"[(339.1363830566406, 161.57984924316406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00671.jpg,1,"[(340.43359375, 174.85891723632812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00672.jpg,1,"[(354.94622802734375, 173.1339111328125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00673.jpg,1,"[(352.7809143066406, 197.54721069335938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00674.jpg,1,"[(352.14764404296875, 163.23342895507812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00675.jpg,1,"[(351.93035888671875, 191.779541015625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00676.jpg,1,"[(350.66973876953125, 168.04295349121094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00677.jpg,1,"[(356.4373779296875, 178.48175048828125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00678.jpg,1,"[(343.7177734375, 185.6549530029297)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00679.jpg,1,"[(351.51165771484375, 210.4137725830078)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00680.jpg,1,"[(349.19732666015625, 205.16796875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00681.jpg,1,"[(360.5799865722656, 204.33975219726562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00682.jpg,1,"[(365.4942626953125, 204.9395294189453)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00683.jpg,1,"[(357.20220947265625, 180.14308166503906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00684.jpg,1,"[(358.70684814453125, 189.53416442871094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00685.jpg,1,"[(359.4460144042969, 178.62109375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00686.jpg,1,"[(351.2708740234375, 172.6983642578125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00687.jpg,1,"[(360.9496765136719, 192.44625854492188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00688.jpg,1,"[(347.35614013671875, 178.3990478515625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00689.jpg,1,"[(352.6922607421875, 163.4730682373047)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00690.jpg,1,"[(344.0250244140625, 179.72544860839844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00691.jpg,1,"[(348.7103576660156, 168.9044189453125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00692.jpg,1,"[(350.9665222167969, 166.47537231445312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00693.jpg,1,"[(348.9991760253906, 215.4698486328125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00694.jpg,1,"[(351.30511474609375, 193.46243286132812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00695.jpg,1,"[(338.85528564453125, 169.1473388671875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00696.jpg,1,"[(338.3067932128906, 178.24024963378906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00697.jpg,1,"[(351.49652099609375, 172.12351989746094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00698.jpg,1,"[(347.6517028808594, 148.82806396484375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00699.jpg,1,"[(345.1647033691406, 178.512451171875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00700.jpg,1,"[(357.200439453125, 176.928955078125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00701.jpg,1,"[(357.0990295410156, 165.4592742919922)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00702.jpg,1,"[(346.2388916015625, 143.76419067382812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00703.jpg,1,"[(333.1706237792969, 182.09732055664062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00704.jpg,1,"[(344.8024597167969, 176.269775390625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00705.jpg,1,"[(336.29266357421875, 170.0637969970703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00706.jpg,1,"[(351.7742004394531, 168.69866943359375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00707.jpg,1,"[(342.0387268066406, 162.23324584960938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00708.jpg,1,"[(342.7014465332031, 168.35533142089844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00709.jpg,1,"[(355.5986328125, 175.78103637695312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00710.jpg,1,"[(352.25018310546875, 183.1846923828125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00711.jpg,1,"[(352.68731689453125, 170.21694946289062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00712.jpg,1,"[(343.64971923828125, 180.93211364746094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00713.jpg,1,"[(346.6120910644531, 173.08944702148438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00714.jpg,1,"[(356.3684387207031, 162.52610778808594)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00715.jpg,1,"[(352.7893371582031, 200.0918426513672)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00716.jpg,1,"[(346.6827392578125, 156.3202362060547)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00717.jpg,1,"[(338.99542236328125, 171.9324493408203)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00718.jpg,1,"[(334.98052978515625, 163.86782836914062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00719.jpg,1,"[(351.4652099609375, 154.1226043701172)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00720.jpg,1,"[(351.7567443847656, 162.5779571533203)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00721.jpg,1,"[(336.81341552734375, 179.48680114746094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00722.jpg,1,"[(340.8289794921875, 159.27267456054688)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00723.jpg,1,"[(343.02099609375, 154.9041748046875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00724.jpg,1,"[(345.6188049316406, 177.67652893066406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00725.jpg,1,"[(338.68829345703125, 165.0782470703125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00726.jpg,1,"[(348.89434814453125, 164.6058349609375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00727.jpg,1,"[(339.50738525390625, 175.15087890625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00728.jpg,1,"[(340.77685546875, 174.96600341796875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00729.jpg,1,"[(362.59844970703125, 199.4999542236328)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00730.jpg,1,"[(354.2376708984375, 162.19708251953125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00731.jpg,1,"[(352.62957763671875, 152.71339416503906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00732.jpg,1,"[(348.6813659667969, 197.28245544433594)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00733.jpg,1,"[(343.0231628417969, 169.722412109375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00734.jpg,1,"[(337.04559326171875, 152.03514099121094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00735.jpg,1,"[(342.6033935546875, 168.66236877441406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00736.jpg,1,"[(352.139404296875, 163.04432678222656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00737.jpg,1,"[(333.53326416015625, 151.50765991210938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00738.jpg,1,"[(350.08349609375, 191.15985107421875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00739.jpg,1,"[(346.06756591796875, 171.3212890625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00740.jpg,1,"[(343.4527893066406, 167.44476318359375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00741.jpg,1,"[(355.05767822265625, 174.78765869140625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00742.jpg,1,"[(360.43109130859375, 184.27749633789062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00743.jpg,1,"[(358.1292724609375, 160.26873779296875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00744.jpg,1,"[(356.296630859375, 184.73146057128906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00745.jpg,1,"[(337.8192138671875, 152.83380126953125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00746.jpg,1,"[(350.07861328125, 188.16842651367188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00747.jpg,1,"[(351.60333251953125, 173.76380920410156)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00748.jpg,1,"[(341.72467041015625, 159.97584533691406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00749.jpg,1,"[(353.49468994140625, 169.92654418945312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00750.jpg,1,"[(347.10400390625, 191.95263671875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00751.jpg,1,"[(341.0727233886719, 149.39254760742188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00752.jpg,1,"[(344.4629211425781, 193.3179473876953)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00753.jpg,1,"[(334.9921569824219, 160.17385864257812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00754.jpg,1,"[(359.81390380859375, 196.86474609375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00755.jpg,1,"[(358.7153625488281, 216.53610229492188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00756.jpg,1,"[(364.77093505859375, 194.3318634033203)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00757.jpg,1,"[(362.52105712890625, 154.38958740234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00758.jpg,1,"[(349.1854248046875, 182.53411865234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00759.jpg,1,"[(354.60662841796875, 183.8538360595703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00760.jpg,1,"[(357.84686279296875, 172.2764434814453)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00761.jpg,1,"[(342.2957763671875, 156.943603515625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00762.jpg,1,"[(337.68414306640625, 172.8593292236328)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00763.jpg,1,"[(333.81689453125, 176.28482055664062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00764.jpg,1,"[(348.28692626953125, 171.2939453125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00765.jpg,1,"[(343.54852294921875, 163.1056365966797)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00766.jpg,1,"[(345.52978515625, 173.22622680664062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00767.jpg,1,"[(338.4853820800781, 169.5648956298828)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00768.jpg,1,"[(327.58343505859375, 147.79263305664062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00769.jpg,1,"[(326.51507568359375, 166.49179077148438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00770.jpg,1,"[(345.41748046875, 191.77334594726562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00771.jpg,1,"[(342.2203063964844, 186.0034637451172)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00772.jpg,1,"[(351.7098388671875, 180.27987670898438)]"
